-1.07	0.96	8.56	0.34	1.26	10.45	-1.04	1.63	10.45	3.00	41.00	3.33	0.00	0.00
0.34	1.26	10.45	0.51	1.90	12.34	-1.04	1.63	10.45	3.00	41.00	4.67	0.00	0.00
-1.04	1.63	10.45	0.51	1.90	12.34	-1.00	2.30	12.34	3.00	41.00	5.33	0.00	0.00
0.51	1.90	12.34	0.68	2.53	14.23	-1.00	2.30	12.34	3.00	41.00	6.67	0.00	0.00
-1.00	2.30	12.34	0.68	2.53	14.23	-0.95	2.96	14.23	3.00	41.00	7.33	0.00	0.00
0.68	2.53	14.23	0.85	3.16	16.12	-0.95	2.96	14.23	3.00	41.00	8.67	0.00	0.00
-0.95	2.96	14.23	0.85	3.16	16.12	-0.89	3.62	16.12	3.00	41.00	9.33	0.00	0.00
0.85	3.16	16.12	1.02	3.79	18.01	-0.89	3.62	16.12	3.00	41.00	10.67	0.00	0.00
-0.89	3.62	16.12	1.02	3.79	18.01	-0.83	4.29	18.01	3.00	41.00	11.33	0.00	0.00
1.02	3.79	18.01	1.19	4.42	19.90	-0.83	4.29	18.01	3.00	41.00	12.67	0.00	0.00
-0.83	4.29	18.01	1.19	4.42	19.90	-0.75	4.94	19.90	3.00	41.00	13.33	0.00	0.00
1.19	4.42	19.90	1.35	5.06	21.79	-0.75	4.94	19.90	3.00	41.00	14.67	0.00	0.00
-0.75	4.94	19.90	1.35	5.06	21.79	-0.58	5.57	21.79	3.00	41.00	15.33	0.00	0.00
-0.75	4.94	19.90	-0.58	5.57	21.79	-0.71	5.61	21.79	3.00	41.00	15.33	0.00	0.00
1.35	5.06	21.79	1.52	5.69	23.68	-0.58	5.57	21.79	3.00	41.00	16.67	0.00	0.00
-0.58	5.57	21.79	1.52	5.69	23.68	-0.41	6.21	23.68	3.00	41.00	17.33	0.00	0.00
-0.58	5.57	21.79	-0.41	6.21	23.68	-0.71	5.61	21.79	3.00	41.00	16.67	0.00	0.00
-0.71	5.61	21.79	-0.41	6.21	23.68	-0.62	6.26	23.68	3.00	41.00	17.33	0.00	0.00
